UUID,10c_OpenEnds,10c_A,10c_A0,10c_A1,10c_A2,10c_A3,10c_A4,10c_A5,10c_A6,10c_A7,10c_A8,10c_A9,10c_B,10c_C,10c_D,10c_E,10c_F,10c_G
ea61d181-d3ce-4d61-829a-2996eaf5c4e9,"The right to education, the right to education, the right to work, the right to freedom of expression ",1,1,1,,,,,,,,1,,,,,,
ea833ecb-aa26-44ce-98dd-5ab000ac6ecc,The existence of women within a system in which all their rights are observed in accordance with Islamic law and their continuing education is essential ,1,,1,,,,,,,,1,,,,,1,
ea93f785-a4fc-4374-b851-9a6edab2f27f,Looks good ,,,,,,,,,,,,,,,,,1
eaa39113-d572-42ff-bd73-59a10578fafe,It will be great because it is the voice of the nation. See that being a woman is a hero in the protests of all women and a very small percentage of men. ,,,,,,,,,,,,1,,,,,1
eaa91734-d83b-4d03-940f-2b8ee8a5e88f,"According to Islamic law and the rule of God, they enjoy all their rights and no one can prevent them by the divine rules. ",,,,,,,,,,,,,,,,1,
eaba2ac9-aadd-4c0f-adb2-2bcd81e8cbfc,We are not saying this but Islam is saying that women have equal rights in the society and Islam has given women the right to human rights. How can a doctor be without a female doctor? Who will solve women's secret problems? ,1,1,,,,1,,,,,,,,,,1,1
eb2239aa-eaed-4aab-8240-23812ff945e5,Women have a great role to play in the development of the country ,,,,,,,,,,,,1,1,,,,
eb277238-0ec1-4a84-a53d-97f2699d9dd4,The real Islamic government ,,,,,,,,,,,,,,,,1,
eb5e8a4a-6acd-4827-9d4c-d8580b8efa1d,"Very well and excellently, they will be able to serve the homeland ",,,,,,,,,,,,1,,,,,1
ebb8339b-868b-4660-ac60-4954748f1572,I don't understand ,,,,,,,,,,,,,,,,,1
ebcb2703-7ffb-4a54-a194-29284e759efa,Women must achieve their rights ,,,,,,,,,,,,,,,,,1
ebff767f-10fd-4151-a1bd-c23ef1e05a80,Their honor will be preserved ,,,,,,,,,,,,,,,,,1
ec1c9221-67ac-4434-a924-936aaf51a2b6,"Human rights are the way to access women and defend their rights because now and in the previous government, no general value was convincing women. In the previous government, relations and coercion were more against women's rights. Women were considered. ",,,,,,,,,,,,,,,,,1
ec22f3e2-ba2c-46fb-8bea-1c72b45cd1c9,It will be great ,,,,,,,,,,,,,,,,,1
ec3c605f-1cd8-4b03-814c-74fa46ec9d20,School. Widow's Rights. Marriage Percentage. ,1,,1,,,,,,1,1,1,,,,,,
ec47fbad-2947-4021-928e-35e365bfbd97,"The right to work, the right to education, the right to liberty ",1,1,1,,,,,,,,1,,,,,,
ec4c84a2-4938-421b-ad87-74b1cfb6db4b,"Very hard, even impossible ",,,,,,,,,,,,,,,,,1
ec9545e7-5cac-46a9-be93-81e0ba625da0,Overthrowing the Taliban terrorist government. ,,,,,,,,,,,,,,1,,,
ece00b92-d5df-443c-9d0b-65bc43f4c1e7,Everyone in every society should have the right to a better and more comfortable life ,1,,,,,,,,,,1,,,,,,1
ecf5e5cb-3577-4b90-9bc9-259a6a5c560f,very good ,,,,,,,,,,,,,,,,,1
ed0d5225-76dc-4266-954e-72c2d9a9da08,"In my opinion, it is difficult for women to achieve their rights until the rule of law is established. ",,,,,,,,,,,,,,1,,,1
ed2cd94c-c8fe-449e-afbb-128a33e161a3,Unknown direction because the Taliban has no specific plans ,,,,,,,,,,,,,,,,,1
ed3269d8-3235-4f8b-b616-f9ce889380eb,"Educate, wear hijab, be given the right to work, see for yourself in every aspect ",1,1,1,,,,,,,,1,,,,,1,
edbc9714-1077-46dc-a5fd-1239c88545f3,"In such a situation, it is very difficult for women and children to fall victim to violence every day. Children are being sold out of poverty. The world must be held accountable for such incidents. ",,,,,,,,,,,,,,1,,,1
ee382dc9-90a6-4cd8-8f3c-410ec13b50fc,"Women will be able to stand on their own two feet, find the courage to demand their rights and be safe from the current violence. ",,,,,,,,,,,,,,,,,
ee6da3de-2c30-437e-b34b-d4dc13b596ad,Looks great ,,,,,,,,,,,,,,,,,1
eeb1e793-53bd-414c-ac5e-a9e62db17702,very good ,,,,,,,,,,,,,,,,,1
eecc8bb1-2d27-488f-a6b0-641e8518a6a0,Necessary ,,,,,,,,,,,,,,,,,1
eefa182c-ad6f-43c5-9b3d-e3d14eedbe08,"If all women are given the right, women can work very well and human rights are guaranteed ",1,1,,,,,,,,,1,,,,,,1
ef13d2f4-3ef4-4531-b821-e598c5b308fb,"Pressure from foreign countries, especially neighbors ",,,,,,,,,,,,,,,1,,
ef470c49-a2dd-4416-b148-2b89da3cb9ca,There is no human rights reform that I can feel in the rain ,,,,,,,,,,,,,,,,,1
ef574303-dcb7-475f-bce7-77ee0d367fdf,The Taliban disappear from the ground ,,,,,,,,,,,,,,1,,,
ef5ff4cf-4eff-414c-af17-f1398a3f4d90,Women should be given their rights under Sharia because we are Afghans and Muslims. No one is against Sharia ,,,,,,,,,,,,,,,,1,
ef629095-efbc-468a-aeed-f58c429ae018,Women are an integral part of society and the international community must work together to achieve their rights ,,,,,,,,,,,,,,,1,,
efa2c18d-33f7-4706-b2db-500dbc9a3f90,It will be very good ,,,,,,,,,,,,,,,,,1
efa5e0a5-8e84-40e3-88be-178c604a5c2d,"It is the right of every individual to have the right to life in order to live their life, but the international community has created or created such an atmosphere in our country by calling women human rights in the name of human rights. Which is in conflict with the culture of Islam and Afghanism. The presence of female singers, for example, in conflict with Islam, was just one example. ",1,,,,,,,,,,1,,,,,1,1
efb4e5e6-0d8e-479e-b552-910c8401a263,Bad ,,,,,,,,,,,,,,,,,1
efb93304-55e3-4d51-9e84-efeb387edd46,Study for work and that it is not their right to be alone at home ,1,1,1,,,,,,,,,,,,,,1
efe8a6d9-e320-4626-b6a8-484afe4258a4,It would be a good thing that women are part of society and can work for their country alongside men ,1,1,,,,,1,,,,,,,,,,
eff408e0-f9b9-4530-8c13-e5c809dbb674,Is it good ,,,,,,,,,,,,,,,,,1
f02e9417-2c38-44a7-8636-11ecbbbe167a,Human rights will soon be violated ,,,,,,,,,,,,,,,,,1
f057a9cd-a59b-4dda-bca4-29c7065fd318,See if there is no one in the society or it can't work then that society can never achieve its goal. ,,,,,,,,,,,,1,,,,,1
f058ad00-1709-4625-97ab-acc75246460f,God has given women rights ,,,,,,,,,,,,,,,,1,
f07841f7-7d97-46bc-a08f-56836f69b325,very hard ,,,,,,,,,,,,,,,,,1
f083e10e-49bb-4438-a09a-64873d530f6f,Do not see a new government with the current view that the Taliban have ,,,,,,,,,,,,,,1,,,1
f0ee2aee-f8fa-4444-9b35-8fb05abd6987,The best action ,,,,,,,,,,,,,,,,,1
f0ef5444-18e7-4878-bcbb-7e6b850eefa0,I do not know ,,,,,,,,,,,,,,,,,1
f0f3d0d1-6742-4eef-8b96-f8f2d75a9316,"In my opinion, an inclusive government in which everyone participates and defends its rights. ",1,,,,1,,,,,,,,,,,,1
f109bdd3-2202-4960-b252-0713c1234cfc,problem ,,,,,,,,,,,,,,,,,1
f10e5819-bf80-401f-83af-2a9908700e12,The rights of children should be enforced according to sharia. ,,,,,,,,,,,,,,,,1,
f128e559-4ec2-4724-9ad8-bdbc965dd588,Men and women have equal rights ,1,,,,,,1,,,,,,,,,,
f13f3e4a-445b-46fa-9b22-95e3b3da244c,I do not know ,,,,,,,,,,,,,,,,,1
f14b4796-f889-45e1-9c7e-92e98670c298,Ulema should re-examine religion's religion's Islam's not these Taliban things ... please respect each other's privacy ,,,,,,,,,,,,,,,,1,1
f156a745-3be6-40e3-af98-a4a899560b28,"There will be difficulties, but it is necessary and important ",,,,,,,,,,,,,,,,,1
f1656651-f3fc-4b17-b47c-a9b7a745f4b9,I do not know ,,,,,,,,,,,,,,,,,1
f1eb0e43-9b7b-4487-a11d-e347e15940c9,Their right is education ,1,,1,,,,,,,,,,,,,,
f207ab8d-958f-4361-884f-94966d278280,The less rights that Islam gives to women should be given to them in full ,,,,,,,,,,,,,,,,1,
f2693fcc-8100-454f-804a-46e81f4050e2,Man and woman are both creators of God and no one is allowed to place a free-born creature in the cages of oppression. ,,,,,,,,,,,,,,,,1,1
f27d6d89-60fe-4e4e-9609-56d46fbd0e1a,"Very well, because women make up half of the community, they should have an active share ",,,,,,,,,,,,,,,,,1
f283e758-506b-4bc1-8cf4-f053def5a89f,Human freedom ,1,,,,,,,,,,1,,,,,,1
f2bc24d3-6731-4f84-9095-cef247d5652d,"Work permits Every Afghan must be allowed to work, study and engage in social activities, regardless of ethnic, linguistic or gender issues, and women in accordance with human principles. ",1,,,,,,1,,,,1,,,,,,
f2df7b24-cb15-4214-9514-870262c809ec,I have to study ,,,,,,,,,,,,,,,,,
f300de35-a37a-48dd-b223-69e20d637d34,The science of curtain work ,,,,,,,,,,,,,,,,,
f31391ab-04e4-4741-a61f-13543264e914,Islam has given women the most rights ,,,,,,,,,,,,,,,,1,
f3290174-a2cd-4306-b522-a324e844223e,"If women's rights are given in an Islamic legal way, it is better ",,,,,,,,,,,,,,,,1,
f337a6bb-c2d4-4e77-9175-98af338a69e7,Women are half of the society. They have the right to be free and to work for the prosperity of the country and for the future of their children. ,1,1,,,,,1,,,,1,1,1,,,,
f3410d90-1eb6-4686-a2be-e8fa0b383890,I do not understand ,,,,,,,,,,,,,,,,,1
f3589d51-4791-4e21-aa57-c623939a9687,Establishment of seminars and group activities for women by active women and support for active women to promote their group activities and gain the trust of women ,1,,,,,,,,,,1,,,,,,1
f3986da6-0bb5-40af-bcb3-90c577311a5e,If women overlook working in schools on campus in other cases ,,,,,,,,,,,,,,,,,1
f3bebbc7-8b69-41fb-9482-201e81198afb,There will never be a government because they do not recognize human rights. ,,,,,,,,,,,,,,1,,,1
f3fc630e-ff18-454f-a705-7c7b91bfa110,The truth that the Qur'anic Hadith has given to Hanafi jurisprudence ,,,,,,,,,,,,,,,,1,
f4400bd8-224b-4aa0-98e6-c60fda0cc733,All men and women have equal rights. And give women equal rights to their rights. ,,,,,,,,,,,,,,,,1,
f4570d99-59d0-4334-9033-46743c31af16,"At the moment, we do not have a constitution to act on and we are like a cauldron, and any kind of law is accepted by the oppressed people by force or consent, and we do not have any active and patriotic person to be trusted. ",,,,,,,,,,,,,,1,,,1
f45a6445-0e39-4371-a0f8-a9597e20d0da,"In my opinion, the achievement and access of women and girls to science and knowledge is a general need. ",1,,1,,,,,,,,,,,,,,
f45eaa74-fa38-4d2f-86b5-5d816e8968f4,Positive Without Opening Women's Schools In The Community And Raising Public Awareness For Women In Everyday Life ,1,,1,,,,,,,,1,,,,,,1
f4604614-2b05-4ff7-b03e-f7fcb349c19a,"Although previously it was created only as a name, there was no real law in accordance with the main law or laws that protect women's rights. It would be better to follow the basic law that Islam has given and given to women than personality. To preserve the woman who is the foundation of society ",,,,,,,,,,,,1,,,,1,
f46df144-c56a-4944-a74c-7b973fbfd25b,The Taliban government should include women in its government instead of women ,1,,,,1,,,,,,,,,,,,
f47700af-b0b2-4c28-9d97-60beb74f2305,Must go to class ,1,,1,,,,,,,,,,,,,,
f4b6d3dc-b144-4f1d-9595-4e656c6722e9,Women should be allowed to work in education. All forms of oppression against women should be stopped because women have the same rights as men. ,1,1,1,,,,1,,,,,,,,,,
f4ca2c27-50fb-4f1b-85a8-b706e92c99ab,"Whenever women are cared for, women should be given a share ",,,,,,,,,,,,,,,,,1
f4d5f0b7-f983-4d90-90f1-3576d4619479,"In the current government, women are worthless and will never get their rights ",,,,,,,,,,,,,,1,,,
f4da8a8e-1a63-4e8e-a21c-0fcc3c0b1e23,It will be great for the future of my country ,,,,,,,,,,,,1,1,,,,
f5279fe7-8e8d-4977-aa48-6a78d0ec5274,Ruin ,,,,,,,,,,,,,,,,,
f52d86fb-7860-4170-9b8f-2539fe67f6a8,Creating an inclusive government with the presence of the international community ,1,,,,1,,,,,,,,,,1,,1
f5e4c2fd-0a69-40da-b571-711bf2e89c0d,"Women make up the body of society, without women, society is paralyzed. It is hoped that one day women will continue to play an active role in civic activities, as they did in the past. ",1,,,,1,,1,,,,,1,,,,,
f5e9a0c5-cbf0-443a-be83-6bb0e379a9bc,never mind ,,,,,,,,,,,,,,,,,
f5f4f0d4-a712-447e-9839-b9c673765b15,"In the offices and society I live in, I can not succeed without adultery ",,,,,,,,,,,,,,,,,1
f603227d-43a9-40e9-b157-f2c1697a1daf,"Every woman, every girl has her own rights. The rights of women and girls must be taken care of and their rights must be achieved ",1,,,,,,,,,,1,,,,,,1
f6107ce6-b00d-4165-84eb-7d25da7baed8,It's too late to hunt ,,,,,,,,,,,,,,,,,
f651a418-ada8-4117-8c8b-260b7756344b,"He wants very good salaries for women, but unfortunately they are not given their rights today ",,,,,,,,,,,,,,,,,1
f6956df9-cad5-48eb-9647-5c89291826e4,The Taliban must be allowed to operate ,,,,,,,,,,,,,,,,,1
f6c76d83-3cea-44fb-9141-9d2a96e5fcb7,"For women, all rights in Islam are considered fashionable and the international community should not impose the cultures of other countries in Afghanistan ",,,,,,,,,,,,,,,,1,
f6cd56ed-6aca-479c-a1d2-a350c603af51,"Establish an elected government, and delegate responsibilities to competent, professional, honest, committed to the homeland and the people. That in the last few decades, innocent people should not be infected ",,,,,,,,,,,,1,,,,,
f705e1c9-3aaa-47d5-a9eb-031c0dc21bec,"From my point of view, access to human rights for women so that women can be determined in the field of economics and politics and even for their right to marry. ",1,1,,,1,,1,,1,1,,,1,,,,
f7250b52-17fc-4ffa-95ba-b2db636de9e8,Very good because the rights of men and women are equal ,,,,,,,,,,,,,,,,,1
f7258949-45ef-4578-a278-e6d71057c2fe,It will be better ,,,,,,,,,,,,,,,,,1
f759c1fa-3947-42a4-a1c7-281342b06f2c,Law in the framework of Islamic law ,,,,,,,,,,,,,,,,1,
f7734f27-df57-44c6-b1a2-3ea33f3e53fe,An inclusive government and the Taliban ,,,,,,,,,,,,,,,,,1
f79a904b-dcd0-46d1-bd7e-67cbe1eed60c,Women are half or more than half the body of my country's society. And if women in government and governance. Do not have an active share in my opinion. In that garment means life. The oppression of humanity will be the oppression of the mother of the sister and ... and no wise man will violate the right and share of his mother ,1,,,,1,,1,,,,,1,,,,,
f79e7de6-646d-4af3-ad24-8552f0d75c63,"Women can live in a calm and confident spirit, which has a positive effect on the rest of the family, and girls can continue their studies. The difference between an illiterate woman and a literate woman is very large. ",1,,1,,,,,,,,,1,,,,,
f7c719bf-e010-4758-8035-4606b5ca3b00,"Achieving human rights is very important and good for Afghan women and girls because all women were in the polls. Leaving schools is all closed. Women are losing their jobs in Afghanistan. Women are responsible for all family expenses. Women have forgotten human rights and human rights are always strong in the interests of a great country, not a country like Afghanistan. ",1,1,1,,,,,,,,,,,,,,1
f7e19bea-f9f5-4a97-809f-464011647422,Women must do their job in Afghan contexts ,1,1,,,,,,,,,1,,,,,1,1
f7e1d29f-c05b-4699-a0c0-c4dc9d1dbe6b,I do not know ,,,,,,,,,,,,,,,,,1
f7f0d816-b9fa-44d4-8b2f-60c33c682537,An elected government will come ,,,,,,,,,,,,,,,,,1
f7fdeeb5-826e-4bae-a8c3-cb70d1f9906b,This education is allowed to be given ,1,,1,,,,,,,,,,,,,,
f810c118-a290-47d2-91ea-71901a45e5ef,This must be done in order to implement balanced rules ,,,,,,,,,,,,1,,,,,1
f8174788-3c98-4c8c-b3fc-68a5876cd726,I haven't thought about it yet ,,,,,,,,,,,,,,,,,1
f85bb611-4f55-4afa-aa2b-9135d1f30328,The human right is to take home ,,,,,,,,,,,,,,,,,1
f8761740-a4bd-44ee-9b2f-2111f13751c7,"Right to education, right to work, freedom of belief and hijab ",1,1,1,1,,,,,,,1,,,,,1,
f8b4c070-9f0b-4d01-be70-3d60fc7d6a4c,"According to Islamic law, culture and tradition ",,,,,,,,,,,,,,,,1,
f8e10e8d-d0ee-4d90-927a-f8e3e68b7e7d,scattered ,,,,,,,,,,,,,,,,,1
f8f1dad6-ab8c-4d08-9c8f-fad2b29a0336,Educational permission within the framework of Islamic Sharia ,1,,1,,,,,,,,,,,,,1,
f9807034-5baf-424f-b73d-02ade76fa486,Women have no rights on behalf of the Taliban in Afghanistan. ,,,,,,,,,,,,,,1,,,1
f98961cb-d1b7-4bbd-9de9-aa15a45a6c7b,He must achieve his rights ,,,,,,,,,,,,,,,,,1
f9ae12ed-9c35-4309-b33e-16f04efff3f6,"First of all, there must be an inclusive government, and then women must be given the right to work and study ",1,1,1,,1,,,,,,,,,,,,1
f9e185f3-52ed-4c79-9f34-7d1a53067c86,"The people of Afghanistan, regardless of ethnicity or tribe, have equal rights between men and women ",1,,,,,,1,,,,,,,,,,
f9efecb8-c0ad-4e6b-9f87-66afa02e65fd,Girls' schools must be returned immediately and given to workers in government ,1,1,1,,1,,,,,,,,,,,,
fa0dfcb5-57e2-4ea7-86b6-a214398a679e,"Human rights are misrepresented in Afghanistan, but if human rights are truly implemented in Afghanistan, all Afghans will enjoy a better life and love and peace for the whole world, but we are not disappointed. Thank you! ",,,,,,,,,,,,1,,,,,1
fa380d9c-6282-4953-8b2b-99020358d5c4,The Taliban are lost ,,,,,,,,,,,,,,1,,,1
